DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRI2,2018,9.07,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRI3,2018,16.69,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRJ1,2018,14.36,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRJ2,2018,13.94,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRK1,2018,20.64,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRK2,2018,39.84,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRL0,2018,33.66,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRM0,2018,0.50,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRY1,2018,0.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRY2,2018,0.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRY3,2018,0.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRY4,2018,1.46,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,FRY5,2018,0.00,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HR03,2018,23.53,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HR04,2018,158.73,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU11,2018,0.95,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU12,2018,85.48,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU21,2018,31.58,
